index,split
272,val
273,train
274,train
275,train
276,train
277,train
278,val
279,val
280,train
281,train
282,train
283,train
284,train
285,train
286,train
287,train
288,train
289,val
290,train
291,train
292,val
293,train
294,train
295,train
296,train
297,test
298,train
299,train
300,train
301,train
302,train
303,train
304,val
305,train
306,train
307,train
308,train
309,train
310,train
311,val
312,train
313,train
314,val
315,test
316,test
317,train
318,train
319,train
320,val
321,val
322,train
323,train
324,train
325,train
326,train
327,val
328,train
329,train
330,train
331,train
332,train
333,train
334,train
335,train
336,train
337,train
338,train
339,train
340,train
341,train
342,val
343,train
344,train
345,train
346,val
347,train
348,train
349,train
350,train
351,train
352,train
353,val
354,train
355,train
356,train
357,test
358,train
359,train
360,train
361,train
362,train
363,train
364,train
365,train
366,train
367,train
368,train
369,train
370,train
371,train
372,train
373,val
374,val
375,train
376,train
377,val
378,train
379,train
380,train
381,train
382,train
383,train
384,train
385,train
386,train
387,test
388,train
389,train
390,train
391,train
392,train
393,train
394,train
395,train
396,val
397,train
398,train
399,val
400,test
401,train
402,train
403,train
404,train
405,train
406,test
407,train
408,test
409,train
410,train
411,train
412,val
413,train
414,test
415,train
416,train
417,test
418,train
419,train
420,train
421,train
422,train
423,train
424,test
425,train
426,train
427,train
428,val
429,train
430,val
431,test
432,train
433,train
434,train
435,train
436,train
437,train
438,train
439,val
440,train
441,test
442,train
443,train
444,val
445,train
446,train
447,train
448,train
449,train
450,train
451,train
452,train
453,train
454,val
455,test
456,train
457,train
458,val
459,train
460,train
461,train
462,train
463,train
464,val
465,train
466,train
467,train
468,train
469,train
470,train
471,train
472,train
473,train
474,train
475,train
476,val
477,test
478,val
479,train
480,test
481,train
482,train
483,train
484,train
485,train
486,train
487,train
488,train
489,test
490,train
491,train
492,train
493,train
494,train
495,train
496,train
497,train
498,train
499,val
500,train
501,train
502,val
503,train
504,train
505,train
506,train
507,train
508,train
509,train
510,train
511,train
512,test
513,val
514,train
515,train
516,train
517,train
518,test
519,val
520,train
521,train
522,train
523,train
524,train
525,val
526,train
527,train
528,val
529,train
530,val
531,train
532,train
533,train
534,train
535,train
536,test
537,train
538,train
539,train
540,train
541,train
542,train
543,test
544,val
545,train
546,test
547,val
548,val
549,train
550,test
551,train
552,train
553,train
554,train
555,train
556,train
557,train
558,train
559,train
560,train
561,train
562,train
563,test
564,train
565,val
566,train
567,test
568,train
569,train
570,train
571,train
572,train
573,train
574,train
575,train
576,train
577,train
578,train
579,test
580,test
581,train
582,train
583,train
584,test
585,train
586,train
587,train
588,train
589,train
590,train
591,train
592,train
593,train
594,train
595,train
596,train
597,val
598,val
599,train
600,train
601,train
602,train
603,train
604,train
605,train
606,train
607,test
608,train
609,train
610,train
611,train
612,val
613,train
614,train
615,train
616,train
617,train
618,train
619,train
620,train
621,train
622,train
623,train
624,train
625,train
626,train
627,train
628,train
629,train
630,test
631,train
632,test
633,test
634,train
635,train
636,train
637,train
638,train
639,train
640,val
641,test
642,train
643,train
644,train
645,train
646,train
647,train
648,train
649,train
650,test
651,train
652,val
653,train
654,test
655,train
656,train
657,train
658,train
659,val
660,train
661,train
662,train
663,train
664,val
665,train
666,train
667,train
668,train
669,train
670,train
671,train
672,train
673,train
674,train
675,train
676,train
677,test
678,test
679,train
680,train
681,train
682,test
683,train
684,val
685,train
686,train
687,train
688,train
689,test
690,train
691,train
692,train
693,train
694,train
695,test
696,train
697,train
698,train
699,train
700,train
701,train
702,train
703,train
704,train
705,train
706,train
707,val
708,train
709,train
710,train
711,train
712,train
713,train
714,train
715,train
716,train
717,val
718,train
719,test
720,train
721,train
722,train
723,test
724,train
725,train
726,train
727,train
728,train
729,train
730,train
731,train
732,train
733,val
734,train
735,train
736,train
737,test
738,test
739,train
740,train
741,val
742,train
743,train
744,train
745,train
746,train
747,train
748,val
749,train
750,train
751,train
752,test
753,train
754,train
755,train
756,val
757,test
758,train
759,train
760,train
761,train
762,train
763,val
764,train
765,train
766,train
767,train
768,train
769,train
770,train
771,train
772,train
773,train
774,train
775,train
776,train
777,val
778,train
779,train
780,train
781,train
782,train
783,train
784,train
785,train
786,train
787,train
788,train
789,train
790,train
791,train
792,val
793,train
794,train
795,test
796,train
797,train
798,train
799,test
800,train
801,train
802,train
803,train
804,train
805,test
806,train
807,train
808,train
809,train
810,train
811,train
812,train
813,train
814,train
815,test
816,train
817,train
818,train
819,val
820,train
821,val
822,train
823,train
824,train
825,train
826,train
827,val
828,train
829,train
830,train
831,test
832,train
833,train
834,train
835,val
836,train
837,test
838,test
839,train
840,train
841,val
842,train
843,train
844,train
845,val
846,val
847,train
848,train
849,val
850,test
851,val
852,test
853,train
854,train
855,train
856,train
857,train
858,train
859,train
860,train
861,train
862,train
863,train
864,train
865,train
866,train
867,train
868,train
869,train
870,train
871,train
872,train
873,train
874,train
875,train
876,train
877,val
878,test
879,train
880,train
881,train
882,train
883,train
884,test
885,train
886,train
887,train
888,train
889,train
890,train
891,test
892,train
893,train
894,train
895,train
896,train
897,train
898,test
899,train
900,train
901,test
902,train
903,train
904,train
905,train
906,train
907,train
908,train
909,train
910,train
911,train
912,train
913,train
914,train
915,train
916,test
917,train
918,train
919,train
920,train
921,train
922,train
923,val
924,val
925,train
926,train
927,test
928,test
929,test
930,test
931,val
932,train
933,val
934,train
935,train
936,train
937,train
938,test
939,train
940,train
941,train
942,test
943,test
944,train
945,train
946,train
947,train
948,train
949,train
950,train
951,train
952,val
953,train
954,train
955,train
956,train
957,train
958,train
959,train
960,train
961,train
962,train
963,val
964,train
965,train
966,train
967,val
968,train
969,train
970,train
971,train
972,train
973,test
974,train
975,test
976,train
977,train
978,train
979,train
980,train
981,train
982,train
983,train
984,val
985,train
986,train
987,train
988,train
989,train
990,train
991,train
992,train
993,train
994,train
995,train
996,train
997,train
998,val
999,train
1000,train
1001,train
1002,train
1003,val
1004,train
1005,test
1006,train
1007,train
1008,test
1009,train
1010,train
1011,train
1012,train
1013,test
1014,train
1015,train
1016,train
1017,train
1018,train
1019,train
1020,train
1021,train
1022,train
1023,train
1024,test
1025,train
1026,val
1027,train
1028,train
1029,train
1030,train
1031,train
1032,test
1033,train
1034,train
1035,train
1036,train
1037,train
1038,train
1039,train
1040,train
1041,train
1042,train
1043,val
1044,train
1045,train
1046,train
1047,train
1048,train
1049,train
1050,val
1051,test
1052,train
1053,train
1054,train
1055,train
1056,train
1057,test
1058,train
1059,train
1060,test
1061,val
1062,test
1063,test
1064,train
1065,val
1066,train
1067,train
1068,train
1069,train
1070,train
1071,train
1072,train
1073,train
1074,test
1075,train
1076,train
1077,train
1078,train
1079,val
1080,train
1081,train
1082,train
1083,test
1084,train
1085,train
1086,train
1087,train
1088,train
1089,val
1090,train
1091,train
1092,train
1093,train
1094,train
1095,val
1096,train
1097,train
1098,train
1099,train
1100,train
1101,train
1102,train
1103,train
1104,test
1105,train
1106,train
1107,test
1108,train
1109,train
1110,train
1111,train
1112,train
1113,train
1114,train
1115,val
1116,val
1117,train
1118,train
1119,val
1120,train
1121,train
1122,train
1123,train
1124,train
1125,train
1126,train
1127,train
1128,train
1129,test
1130,train
1131,train
1132,train
1133,train
1134,train
1135,train
1136,train
1137,train
1138,train
1139,train
1140,train
1141,train
1142,train
1143,val
1144,train
1145,train
1146,val
1147,val
1148,train
1149,val
1150,train
1151,train
1152,train
1153,train
1154,val
1155,train
1156,train
1157,train
1158,train
1159,train
1160,train
1161,train
1162,train
1163,train
1164,train
1165,train
1166,train
1167,train
1168,train
1169,train
1170,train
1171,train
1172,test
1173,train
1174,train
1175,test
1176,train
1177,train
1178,train
1179,train
1180,train
1181,train
1182,train
1183,train
1184,train
1185,val
1186,train
1187,train
1188,train
1189,train
1190,val
1191,train
1192,train
1193,test
1194,train
1195,train
1196,train
1197,train
1198,val
1199,train
1200,train
1201,test
1202,test
1203,train
1204,test
1205,train
1206,train
1207,test
1208,train
1209,val
1210,train
1211,train
1212,train
1213,train
1214,train
1215,train
1216,train
1217,train
1218,train
1219,train
1220,train
1221,train
1222,train
1223,train
1224,train
1225,train
1226,val
1227,train
1228,train
1229,val
1230,train
1231,train
1232,train
1233,val
1234,train
1235,train
1236,train
1237,train
1238,val
1239,train
1240,train
1241,train
1242,train
1243,train
1244,train
1245,train
1246,train
1247,train
1248,train
1249,train
1250,test
1251,test
1252,train
1253,val
1254,train
1255,val
1256,test
1257,train
1258,train
1259,test
1260,test
1261,train
1262,train
1263,train
1264,train
1265,train
1266,train
1267,train
1268,train
1269,train
1270,train
1271,train
1272,train
1273,train
1274,train
1275,test
1276,train
1277,train
1278,train
1279,train
1280,train
1281,train
1282,train
1283,train
1284,train
1285,train
1286,train
1287,train
1288,train
1289,train
1290,train
1291,train
1292,val
1293,train
1294,test
1295,train
1296,train
1297,train
1298,val
1299,test
1300,train
1301,train
1302,train
1303,train
1304,test
1305,train
1306,train
1307,train
1308,train
1309,train
1310,train
1311,train
1312,train
1313,test
1314,train
1315,train
1316,train
1317,train
1318,train
1319,train
1320,train
1321,train
1322,val
1323,train
1324,train
1325,train
1326,val
1327,train
1328,train
1329,train
1330,val
1331,train
1332,val
1333,train
1334,train
1335,train
1336,train
1337,train
1338,test
1339,train
1340,val
1341,train
1342,train
1343,train
1344,train
1345,train
1346,test
1347,train
1348,train
1349,train
1350,test
1351,train
1352,train
1353,train
1354,train
1355,train
1356,test
1357,train
1358,train
1359,test
1360,train
1361,test
1362,test
1363,train
1364,train
1365,train
1366,train
1367,val
1368,train
1369,train
1370,train
1371,train
1372,train
1373,train
1374,train
1375,train
1376,train
1377,train
1378,train
