index,split
872,val
873,train
874,train
875,train
876,train
877,train
878,train
879,train
880,train
881,train
882,train
883,train
884,train
885,train
886,train
887,train
888,train
889,train
890,train
891,train
892,train
893,train
894,train
895,train
896,train
897,train
898,train
899,val
900,train
901,train
902,train
903,train
904,train
905,train
906,test
907,train
908,test
909,train
910,train
911,test
912,test
913,test
914,test
915,test
916,train
917,val
918,train
919,train
920,train
921,train
922,test
923,val
924,train
925,test
926,train
927,test
928,train
929,train
930,train
931,train
932,train
933,train
934,train
935,train
936,val
937,val
938,train
939,test
940,train
941,train
942,train
943,train
944,train
945,train
946,train
947,train
948,train
949,train
950,test
951,train
952,train
953,train
954,train
955,train
956,train
957,train
958,train
959,val
960,val
961,train
962,train
963,train
964,train
965,train
966,train
967,train
968,train
969,val
970,train
971,train
972,train
973,train
974,train
975,train
976,train
977,train
978,train
979,train
980,train
981,test
982,val
983,train
984,train
985,train
986,train
987,train
988,train
989,train
990,train
991,train
992,train
993,val
994,train
995,val
996,train
997,train
998,val
999,train
1000,train
1001,train
1002,val
1003,train
1004,train
1005,test
1006,test
1007,train
1008,val
1009,test
1010,val
1011,val
1012,train
1013,train
1014,train
1015,train
1016,train
1017,train
1018,train
1019,train
1020,test
1021,test
1022,test
1023,train
1024,train
1025,train
1026,test
1027,train
1028,train
1029,train
1030,train
1031,train
1032,train
1033,train
1034,train
1035,train
1036,val
1037,train
1038,train
1039,train
1040,val
1041,train
1042,test
1043,test
1044,test
1045,test
1046,test
1047,test
1048,test
1049,test
1050,test
1051,train
1052,train
1053,test
1054,train
1055,train
1056,train
1057,train
1058,train
1059,test
1060,test
1061,train
1062,train
1063,train
1064,train
1065,train
1066,test
1067,train
1068,train
1069,train
1070,train
1071,val
1072,test
1073,train
1074,test
1075,train
1076,train
1077,train
1078,train
1079,test
1080,train
1081,train
1082,test
1083,train
1084,train
1085,train
1086,test
1087,train
1088,train
1089,test
1090,test
1091,test
1092,train
1093,train
1094,test
1095,test
1096,train
1097,train
1098,test
1099,test
1100,test
1101,train
1102,test
1103,train
1104,test
1105,train
1106,train
1107,test
1108,test
1109,test
1110,train
1111,train
1112,train
1113,train
1114,train
1115,train
1116,train
1117,train
1118,train
1119,train
1120,train
1121,train
1122,train
1123,train
1124,train
1125,val
1126,train
1127,val
1128,train
1129,train
1130,train
1131,test
1132,train
1133,train
1134,train
1135,train
1136,test
1137,test
1138,train
1139,train
1140,train
1141,train
1142,train
1143,train
1144,train
1145,train
1146,train
1147,train
1148,train
1149,train
1150,train
1151,train
1152,test
1153,train
1154,train
1155,train
1156,train
1157,train
1158,train
1159,train
1160,train
1161,train
1162,train
1163,train
1164,train
1165,train
1166,train
1167,train
1168,train
1169,train
1170,train
1171,train
1172,train
1173,val
1174,train
1175,train
1176,train
1177,val
1178,val
1179,test
1180,train
1181,train
1182,train
1183,train
1184,val
1185,train
1186,val
1187,val
1188,train
1189,train
1190,train
1191,val
1192,train
1193,train
1194,train
1195,val
1196,train
1197,train
1198,train
1199,train
1200,train
1201,train
1202,test
1203,train
1204,train
1205,train
1206,train
1207,test
1208,test
1209,test
1210,train
1211,train
1212,train
1213,test
1214,test
1215,train
1216,test
1217,train
1218,train
1219,test
1220,train
1221,train
1222,train
1223,val
1224,test
1225,train
1226,test
1227,train
1228,train
1229,test
1230,test
1231,train
1232,train
1233,train
1234,test
1235,test
1236,test
1237,test
1238,train
1239,train
1240,train
1241,train
1242,train
1243,train
1244,train
1245,train
1246,train
1247,train
1248,train
1249,train
1250,train
1251,train
1252,train
1253,train
1254,train
1255,train
1256,train
1257,test
1258,train
1259,train
1260,test
1261,train
1262,train
1263,train
1264,train
1265,train
1266,train
1267,train
1268,train
1269,train
1270,train
1271,train
1272,train
1273,val
1274,val
1275,train
1276,train
1277,train
1278,val
1279,val
1280,train
1281,train
1282,train
1283,train
1284,train
1285,val
1286,train
1287,test
1288,val
1289,test
1290,train
1291,test
1292,train
1293,train
1294,train
1295,test
1296,test
1297,val
1298,val
1299,test
1300,test
1301,train
1302,val
1303,test
1304,train
1305,test
1306,test
1307,test
1308,test
1309,test
1310,test
1311,train
1312,train
1313,train
1314,train
1315,val
1316,train
1317,train
1318,train
1319,train
1320,train
1321,test
1322,val
1323,train
1324,train
1325,val
1326,test
1327,train
1328,val
1329,test
1330,test
1331,train
1332,train
1333,val
1334,test
1335,train
1336,test
1337,test
1338,train
1339,train
1340,val
1341,train
1342,train
1343,test
1344,train
1345,test
1346,test
1347,train
1348,train
1349,test
1350,train
1351,train
1352,train
1353,test
1354,train
1355,train
1356,train
1357,test
1358,test
1359,test
1360,test
1361,test
1362,test
1363,train
1364,val
1365,test
1366,test
1367,test
1368,test
1369,test
1370,test
1371,test
1372,val
1373,train
1374,train
1375,train
1376,train
1377,train
1378,train
