index,split
272,train
273,train
274,val
275,val
276,train
277,train
278,train
279,val
280,train
281,train
282,val
283,test
284,test
285,val
286,val
287,val
288,val
289,val
290,val
291,train
292,val
293,val
294,val
295,val
296,train
297,train
298,test
299,val
300,train
301,train
302,train
303,train
304,train
305,val
306,train
307,train
308,train
309,train
310,train
311,train
312,test
313,train
314,val
315,train
316,train
317,train
318,train
319,train
320,train
321,train
322,train
323,val
324,val
325,test
326,val
327,val
328,val
329,val
330,val
331,train
332,train
333,train
334,train
335,train
336,test
337,train
338,train
339,train
340,train
341,train
342,train
343,train
344,train
345,train
346,train
347,train
348,train
349,train
350,train
351,val
352,train
353,train
354,train
355,train
356,train
357,val
358,train
359,train
360,train
361,train
362,train
363,val
364,train
365,train
366,train
367,train
368,test
369,val
370,train
371,train
372,train
373,train
374,train
375,train
376,train
377,train
378,train
379,train
380,train
381,train
382,test
383,val
384,train
385,train
386,train
387,train
388,train
389,train
390,train
391,test
392,train
393,train
394,train
395,train
396,train
397,train
398,test
399,train
400,test
401,train
402,train
403,train
404,train
405,train
406,train
407,train
408,train
409,train
410,train
411,train
412,train
413,val
414,train
415,train
416,train
417,train
418,train
419,train
420,train
421,train
422,train
423,train
424,train
425,train
426,train
427,train
428,train
429,train
430,train
431,val
432,train
433,train
434,train
435,train
436,train
437,train
438,train
439,train
440,train
441,train
442,train
443,train
444,train
445,train
446,train
447,train
448,train
449,train
450,train
451,train
452,val
453,val
454,train
455,train
456,train
457,test
458,train
459,train
460,train
461,train
462,train
463,train
464,train
465,train
466,val
467,train
468,train
469,train
470,train
471,train
472,train
473,test
474,train
475,train
476,train
477,train
478,train
479,train
480,test
481,train
482,train
483,train
484,val
485,train
486,train
487,train
488,train
489,train
490,train
491,train
492,train
493,train
494,train
495,train
496,train
497,train
498,train
499,train
500,train
501,train
502,train
503,train
504,train
505,train
506,train
507,train
508,val
509,train
510,val
511,train
512,val
513,val
514,train
515,train
516,train
517,train
518,train
519,train
520,train
521,train
522,train
523,train
524,test
525,train
526,train
527,val
528,train
529,test
530,train
531,train
532,test
533,val
534,test
535,train
536,train
537,val
538,train
539,train
540,train
541,train
542,train
543,test
544,train
545,train
546,train
547,train
548,train
549,train
550,train
551,train
552,train
553,val
554,train
555,train
556,train
557,train
558,train
559,train
560,test
561,train
562,train
563,train
564,train
565,train
566,train
567,train
568,train
569,test
570,test
571,test
572,train
573,train
574,val
575,train
576,train
577,test
578,train
579,train
580,test
581,train
582,train
583,test
584,val
585,train
586,train
587,train
588,val
589,train
590,train
591,test
592,train
593,train
594,train
595,train
596,train
597,train
598,train
599,test
600,train
601,test
602,train
603,test
604,train
605,train
606,train
607,test
608,train
609,train
610,test
611,train
612,train
613,train
614,train
615,train
616,train
617,train
618,train
619,train
620,train
621,train
622,test
623,train
624,train
625,test
626,train
627,train
628,train
629,test
630,train
631,val
632,train
633,test
634,test
635,train
636,train
637,test
638,train
639,train
640,train
641,test
642,test
643,train
644,test
645,train
646,train
647,train
648,train
649,train
650,val
651,train
652,train
653,train
654,train
655,train
656,train
657,train
658,train
659,train
660,train
661,train
662,train
663,test
664,train
665,train
666,train
667,train
668,train
669,test
670,test
671,train
672,train
673,train
674,train
675,train
676,train
677,train
678,train
679,train
680,train
681,test
682,train
683,train
684,train
685,train
686,train
687,val
688,train
689,train
690,train
691,train
692,train
693,train
694,train
695,train
696,train
697,train
698,train
699,train
700,train
701,train
702,train
703,test
704,train
705,train
706,train
707,train
708,train
709,train
710,train
711,train
712,train
713,train
714,train
715,train
716,train
717,train
718,train
719,train
720,test
721,train
722,train
723,train
724,val
725,train
726,train
727,train
728,train
729,train
730,train
731,test
732,train
733,train
734,train
735,train
736,train
737,train
738,train
739,train
740,test
741,train
742,train
743,train
744,train
745,train
746,test
747,train
748,val
749,train
750,train
751,test
752,train
753,train
754,train
755,val
756,train
757,train
758,train
759,train
760,train
761,train
762,val
763,train
764,train
765,test
766,train
767,train
768,val
769,train
770,train
771,val
772,train
773,val
774,train
775,test
776,train
777,train
778,val
779,train
780,train
781,train
782,train
783,train
784,train
785,val
786,train
787,val
788,train
789,train
790,train
791,train
792,train
793,train
794,train
795,train
796,train
797,train
798,train
799,train
800,train
801,train
802,train
803,train
804,train
805,test
806,val
807,train
808,train
809,train
810,train
811,train
812,train
813,test
814,train
815,test
816,train
817,train
818,train
819,test
820,train
821,train
822,train
823,train
824,train
825,train
826,train
827,train
828,test
829,train
830,train
831,train
832,train
833,train
834,train
835,train
836,train
837,train
838,train
839,train
840,test
841,train
842,test
843,train
844,train
845,val
846,train
847,train
848,train
849,train
850,train
851,test
852,train
853,train
854,val
855,train
856,test
857,train
858,val
859,val
860,train
861,val
862,val
863,val
864,train
865,val
866,train
867,train
868,val
869,train
870,train
871,val
872,val
873,val
874,train
875,test
876,train
877,val
878,train
879,test
880,train
881,train
882,train
883,train
884,train
885,test
886,train
887,train
888,train
889,train
890,train
891,train
892,train
893,train
894,train
895,train
896,train
897,train
898,train
899,train
900,train
901,train
902,train
903,test
904,test
905,train
906,train
907,train
908,train
909,train
910,train
911,val
912,test
913,train
914,test
915,test
916,val
917,train
918,train
919,train
920,train
921,val
922,train
923,train
924,train
925,train
926,train
927,test
928,train
929,train
930,train
931,train
932,train
933,train
934,val
935,train
936,train
937,val
938,train
939,train
940,train
941,train
942,train
943,train
944,test
945,test
946,val
947,train
948,train
949,train
950,train
951,test
952,val
953,train
954,train
955,train
956,train
957,val
958,train
959,train
960,test
961,train
962,train
963,train
964,val
965,val
966,train
967,train
968,test
969,train
970,val
971,train
972,train
973,train
974,train
975,train
976,train
977,train
978,train
979,train
980,train
981,train
982,train
983,train
984,train
985,train
986,val
987,train
988,train
989,train
990,test
991,train
992,train
993,train
994,train
995,test
996,train
997,test
998,train
999,train
1000,train
1001,train
1002,train
1003,train
1004,train
1005,train
1006,train
1007,train
1008,train
1009,train
1010,train
1011,train
1012,train
1013,train
1014,train
1015,train
1016,train
1017,train
1018,train
1019,train
1020,train
1021,train
1022,train
1023,train
1024,train
1025,train
1026,test
1027,train
1028,train
1029,train
1030,train
1031,train
1032,train
1033,train
1034,val
1035,train
1036,train
1037,test
1038,train
1039,train
1040,val
1041,test
1042,train
1043,train
1044,train
1045,train
1046,train
1047,train
1048,train
1049,train
1050,test
1051,train
1052,train
1053,train
1054,train
1055,train
1056,train
1057,train
1058,train
1059,train
1060,train
1061,train
1062,train
1063,train
1064,train
1065,train
1066,train
1067,train
1068,val
1069,train
1070,train
1071,train
1072,train
1073,train
1074,train
1075,train
1076,train
1077,train
1078,train
1079,train
1080,train
1081,train
1082,train
1083,train
1084,train
1085,train
1086,train
1087,train
1088,train
1089,train
1090,train
1091,train
1092,train
1093,train
1094,train
1095,train
1096,train
1097,train
1098,train
1099,train
1100,train
1101,train
1102,train
1103,test
1104,train
1105,train
1106,val
1107,train
1108,train
1109,train
1110,train
1111,train
1112,train
1113,train
1114,test
1115,train
1116,train
1117,train
1118,val
1119,train
1120,train
1121,train
1122,train
1123,train
1124,train
1125,train
1126,train
1127,train
1128,train
1129,train
1130,train
1131,train
1132,train
1133,test
1134,test
1135,test
1136,train
1137,train
1138,train
1139,val
1140,train
1141,train
1142,train
1143,train
1144,train
1145,train
1146,train
1147,train
1148,train
1149,train
1150,train
1151,train
1152,train
1153,val
1154,test
1155,train
1156,train
1157,val
1158,test
1159,train
1160,train
1161,train
1162,train
1163,train
1164,train
1165,train
1166,train
1167,train
1168,train
1169,train
1170,train
1171,train
1172,train
1173,train
1174,train
1175,train
1176,train
1177,train
1178,train
1179,train
1180,train
1181,train
1182,train
1183,train
1184,train
1185,train
1186,test
1187,train
1188,test
1189,train
1190,train
1191,val
1192,train
1193,train
1194,train
1195,train
1196,train
1197,train
1198,train
1199,train
1200,val
1201,val
1202,train
1203,train
1204,train
1205,train
1206,train
1207,test
1208,train
1209,train
1210,val
1211,train
1212,train
1213,train
1214,train
1215,test
1216,train
1217,train
1218,val
1219,train
1220,train
1221,train
1222,train
1223,train
1224,train
1225,test
1226,train
1227,train
1228,train
1229,train
1230,train
1231,train
1232,train
1233,train
1234,train
1235,train
1236,train
1237,train
1238,test
1239,train
1240,train
1241,train
1242,train
1243,train
1244,train
1245,train
1246,train
1247,train
1248,train
1249,train
1250,train
1251,train
1252,train
1253,train
1254,train
1255,train
1256,train
1257,train
1258,train
1259,train
1260,train
1261,train
1262,train
1263,train
1264,train
1265,test
1266,val
1267,train
1268,train
1269,train
1270,train
1271,train
1272,val
1273,train
1274,train
1275,train
1276,train
1277,train
1278,train
1279,train
1280,train
1281,train
1282,train
1283,train
1284,train
1285,test
1286,train
1287,train
1288,train
1289,train
1290,train
1291,val
1292,train
1293,train
1294,train
1295,val
1296,train
1297,train
1298,train
1299,val
1300,train
1301,val
1302,train
1303,train
1304,test
1305,train
1306,train
1307,val
1308,train
1309,train
1310,train
1311,train
1312,train
1313,train
1314,train
1315,train
1316,train
1317,train
1318,train
1319,train
1320,train
1321,train
1322,train
1323,train
1324,train
1325,train
1326,train
1327,train
1328,train
1329,train
1330,train
1331,train
1332,train
1333,train
1334,train
1335,train
1336,train
1337,train
1338,train
1339,train
1340,train
1341,train
1342,train
1343,train
1344,train
1345,train
1346,train
1347,train
1348,train
1349,val
